RatePer100000,ISOWeekStartDate,ISOWeekEndDate,ISOYear,ISOWeek,Region,RegionSortOrder,DiseaseName,Denominator,Numerator
6.4146,13/10/2008,19/10/2008,2008,42,National,0,Influenza-like illness,2572237,165
5.8557,20/10/2008,26/10/2008,2008,43,National,0,Influenza-like illness,2578698,151
5.5954,27/10/2008,02/11/2008,2008,44,National,0,Influenza-like illness,2555659,143
7.1364,03/11/2008,09/11/2008,2008,45,National,0,Influenza-like illness,2592330,185
8.0312,10/11/2008,16/11/2008,2008,46,National,0,Influenza-like illness,2602351,209
10.2048,17/11/2008,23/11/2008,2008,47,National,0,Influenza-like illness,2518413,257
13.0086,24/11/2008,30/11/2008,2008,48,National,0,Influenza-like illness,2582913,336
18.1313,01/12/2008,07/12/2008,2008,49,National,0,Influenza-like illness,2492922,452
27.0938,08/12/2008,14/12/2008,2008,50,National,0,Influenza-like illness,2550396,691
41.6842,15/12/2008,21/12/2008,2008,51,National,0,Influenza-like illness,2540531,1059
24.2124,22/12/2008,28/12/2008,2008,52,National,0,Influenza-like illness,2556538,619
34.2718,29/12/2008,04/01/2009,2009,1,National,0,Influenza-like illness,2605638,893
28.9784,05/01/2009,11/01/2009,2009,2,National,0,Influenza-like illness,2515667,729
19.0326,12/01/2009,18/01/2009,2009,3,National,0,Influenza-like illness,2516738,479
11.471,19/01/2009,25/01/2009,2009,4,National,0,Influenza-like illness,2528119,290
8.511,26/01/2009,01/02/2009,2009,5,National,0,Influenza-like illness,2596648,221
6.8952,02/02/2009,08/02/2009,2009,6,National,0,Influenza-like illness,2610521,180
6.6285,09/02/2009,15/02/2009,2009,7,National,0,Influenza-like illness,2579759,171
5.2358,16/02/2009,22/02/2009,2009,8,National,0,Influenza-like illness,2578418,135
6.4366,23/02/2009,01/03/2009,2009,9,National,0,Influenza-like illness,2594554,167
5.6382,02/03/2009,08/03/2009,2009,10,National,0,Influenza-like illness,2589492,146
4.6151,09/03/2009,15/03/2009,2009,11,National,0,Influenza-like illness,2621843,121
4.3082,16/03/2009,22/03/2009,2009,12,National,0,Influenza-like illness,2553288,110
4.7275,23/03/2009,29/03/2009,2009,13,National,0,Influenza-like illness,2559509,121
3.8875,30/03/2009,05/04/2009,2009,14,National,0,Influenza-like illness,2546651,99
2.8915,06/04/2009,12/04/2009,2009,15,National,0,Influenza-like illness,2559189,74
3.4812,13/04/2009,19/04/2009,2009,16,National,0,Influenza-like illness,2556572,89
2.7583,20/04/2009,26/04/2009,2009,17,National,0,Influenza-like illness,2537781,70
9.0493,27/04/2009,03/05/2009,2009,18,National,0,Influenza-like illness,2541641,230
8.5164,04/05/2009,10/05/2009,2009,19,National,0,Influenza-like illness,2512795,214
8.6526,11/05/2009,17/05/2009,2009,20,National,0,Influenza-like illness,2531033,219
6.4676,18/05/2009,24/05/2009,2009,21,National,0,Influenza-like illness,2551175,165
3.2157,25/05/2009,31/05/2009,2009,22,National,0,Influenza-like illness,2612199,84
4.9753,01/06/2009,07/06/2009,2009,23,National,0,Influenza-like illness,2612916,130
5.1792,08/06/2009,14/06/2009,2009,24,National,0,Influenza-like illness,2567986,133
9.3971,15/06/2009,21/06/2009,2009,25,National,0,Influenza-like illness,2596534,244
17.0627,22/06/2009,28/06/2009,2009,26,National,0,Influenza-like illness,2602167,444
28.1949,29/06/2009,05/07/2009,2009,27,National,0,Influenza-like illness,2628137,741
56.3779,06/07/2009,12/07/2009,2009,28,National,0,Influenza-like illness,2635785,1486
143.1039,13/07/2009,19/07/2009,2009,29,National,0,Influenza-like illness,2586233,3701
128.6519,20/07/2009,26/07/2009,2009,30,National,0,Influenza-like illness,2625689,3378
39.2698,27/07/2009,02/08/2009,2009,31,National,0,Influenza-like illness,2615243,1027
28.4731,03/08/2009,09/08/2009,2009,32,National,0,Influenza-like illness,2665675,759
17.7527,10/08/2009,16/08/2009,2009,33,National,0,Influenza-like illness,2647484,470
12.6811,17/08/2009,23/08/2009,2009,34,National,0,Influenza-like illness,2657494,337
9.8866,24/08/2009,30/08/2009,2009,35,National,0,Influenza-like illness,2680390,265
7.3124,31/08/2009,06/09/2009,2009,36,National,0,Influenza-like illness,2680376,196
9.286,07/09/2009,13/09/2009,2009,37,National,0,Influenza-like illness,2649149,246
11.0747,14/09/2009,20/09/2009,2009,38,National,0,Influenza-like illness,2672765,296
17.5501,21/09/2009,27/09/2009,2009,39,National,0,Influenza-like illness,2621074,460
20.7124,28/09/2009,04/10/2009,2009,40,National,0,Influenza-like illness,2621618,543
22.2459,05/10/2009,11/10/2009,2009,41,National,0,Influenza-like illness,2584743,575
26.2227,12/10/2009,18/10/2009,2009,42,National,0,Influenza-like illness,2593177,680
32.7817,19/10/2009,25/10/2009,2009,43,National,0,Influenza-like illness,2623415,860
30.9077,26/10/2009,01/11/2009,2009,44,National,0,Influenza-like illness,2539824,785
30.14,02/11/2009,08/11/2009,2009,45,National,0,Influenza-like illness,2604515,785
25.1529,09/11/2009,15/11/2009,2009,46,National,0,Influenza-like illness,2588166,651
28.7321,16/11/2009,22/11/2009,2009,47,National,0,Influenza-like illness,2565072,737
25.1453,23/11/2009,29/11/2009,2009,48,National,0,Influenza-like illness,2588954,651
25.2345,30/11/2009,06/12/2009,2009,49,National,0,Influenza-like illness,2548100,643
20.9219,07/12/2009,13/12/2009,2009,50,National,0,Influenza-like illness,2643168,553
19.6316,14/12/2009,20/12/2009,2009,51,National,0,Influenza-like illness,2638607,518
11.0054,21/12/2009,27/12/2009,2009,52,National,0,Influenza-like illness,2662337,293
10.4849,28/12/2009,03/01/2010,2009,53,National,0,Influenza-like illness,2680050,281
14.307,04/01/2010,10/01/2010,2010,1,National,0,Influenza-like illness,2684009,384
11.7022,11/01/2010,17/01/2010,2010,2,National,0,Influenza-like illness,2640538,309
8.9381,18/01/2010,24/01/2010,2010,3,National,0,Influenza-like illness,2618009,234
9.3585,25/01/2010,31/01/2010,2010,4,National,0,Influenza-like illness,2628637,246
8.6881,01/02/2010,07/02/2010,2010,5,National,0,Influenza-like illness,2647287,230
8.2364,08/02/2010,14/02/2010,2010,6,National,0,Influenza-like illness,2634634,217
6.6026,15/02/2010,21/02/2010,2010,7,National,0,Influenza-like illness,2650471,175
7.2717,22/02/2010,28/02/2010,2010,8,National,0,Influenza-like illness,2599118,189
6.2089,01/03/2010,07/03/2010,2010,9,National,0,Influenza-like illness,2641354,164
5.6829,08/03/2010,14/03/2010,2010,10,National,0,Influenza-like illness,2621882,149
6.1508,15/03/2010,21/03/2010,2010,11,National,0,Influenza-like illness,2617557,161
5.9147,22/03/2010,28/03/2010,2010,12,National,0,Influenza-like illness,2603691,154
3.6652,29/03/2010,04/04/2010,2010,13,National,0,Influenza-like illness,2564639,94
3.4906,05/04/2010,11/04/2010,2010,14,National,0,Influenza-like illness,2607006,91
3.5779,12/04/2010,18/04/2010,2010,15,National,0,Influenza-like illness,2627255,94
4.3235,19/04/2010,25/04/2010,2010,16,National,0,Influenza-like illness,2613624,113
3.7334,26/04/2010,02/05/2010,2010,17,National,0,Influenza-like illness,2651757,99
3.1004,03/05/2010,09/05/2010,2010,18,National,0,Influenza-like illness,2644856,82
4.7088,10/05/2010,16/05/2010,2010,19,National,0,Influenza-like illness,2569673,121
3.4125,17/05/2010,23/05/2010,2010,20,National,0,Influenza-like illness,2637364,90
2.638,24/05/2010,30/05/2010,2010,21,National,0,Influenza-like illness,2539826,67
1.9035,31/05/2010,06/06/2010,2010,22,National,0,Influenza-like illness,2679275,51
3.0464,07/06/2010,13/06/2010,2010,23,National,0,Influenza-like illness,2626043,80
2.1909,14/06/2010,20/06/2010,2010,24,National,0,Influenza-like illness,2647295,58
1.8121,21/06/2010,27/06/2010,2010,25,National,0,Influenza-like illness,2648881,48
1.3154,28/06/2010,04/07/2010,2010,26,National,0,Influenza-like illness,2660707,35
2.041,05/07/2010,11/07/2010,2010,27,National,0,Influenza-like illness,2645777,54
1.9881,12/07/2010,18/07/2010,2010,28,National,0,Influenza-like illness,2665906,53
2.2484,19/07/2010,25/07/2010,2010,29,National,0,Influenza-like illness,2668531,60
2.1984,26/07/2010,01/08/2010,2010,30,National,0,Influenza-like illness,2683733,59
1.856,02/08/2010,08/08/2010,2010,31,National,0,Influenza-like illness,2693946,50
2.2583,09/08/2010,15/08/2010,2010,32,National,0,Influenza-like illness,2745381,62
2.2456,16/08/2010,22/08/2010,2010,33,National,0,Influenza-like illness,2716382,61
2.4806,23/08/2010,29/08/2010,2010,34,National,0,Influenza-like illness,2700996,67
2.2028,30/08/2010,05/09/2010,2010,35,National,0,Influenza-like illness,2678359,59
3.3212,06/09/2010,12/09/2010,2010,36,National,0,Influenza-like illness,2679760,89
4.4079,13/09/2010,19/09/2010,2010,37,National,0,Influenza-like illness,2677013,118
4.6148,20/09/2010,26/09/2010,2010,38,National,0,Influenza-like illness,2665351,123
4.9002,27/09/2010,03/10/2010,2010,39,National,0,Influenza-like illness,2632559,129
6.4484,04/10/2010,10/10/2010,2010,40,National,0,Influenza-like illness,2651819,171
7.6733,11/10/2010,17/10/2010,2010,41,National,0,Influenza-like illness,2645535,203
7.0541,18/10/2010,24/10/2010,2010,42,National,0,Influenza-like illness,2707652,191
6.6575,25/10/2010,31/10/2010,2010,43,National,0,Influenza-like illness,2703716,180
7.9971,01/11/2010,07/11/2010,2010,44,National,0,Influenza-like illness,2675980,214
7.2584,08/11/2010,14/11/2010,2010,45,National,0,Influenza-like illness,2714082,197
6.6564,15/11/2010,21/11/2010,2010,46,National,0,Influenza-like illness,2689126,179
11.013,22/11/2010,28/11/2010,2010,47,National,0,Influenza-like illness,2687738,296
11.8977,29/11/2010,05/12/2010,2010,48,National,0,Influenza-like illness,2723208,324
22.3982,06/12/2010,12/12/2010,2010,49,National,0,Influenza-like illness,2647537,593
61.2274,13/12/2010,19/12/2010,2010,50,National,0,Influenza-like illness,2631175,1611
88.0114,20/12/2010,26/12/2010,2010,51,National,0,Influenza-like illness,2633749,2318
81.5222,27/12/2010,02/01/2011,2010,52,National,0,Influenza-like illness,2714599,2213
87.8638,03/01/2011,09/01/2011,2011,1,National,0,Influenza-like illness,2630206,2311
60.9895,10/01/2011,16/01/2011,2011,2,National,0,Influenza-like illness,2672591,1630
31.9334,17/01/2011,23/01/2011,2011,3,National,0,Influenza-like illness,2639869,843
20.9641,24/01/2011,30/01/2011,2011,4,National,0,Influenza-like illness,2642610,554
16.8161,31/01/2011,06/02/2011,2011,5,National,0,Influenza-like illness,2652214,446
14.6829,07/02/2011,13/02/2011,2011,6,National,0,Influenza-like illness,2662963,391
9.2474,14/02/2011,20/02/2011,2011,7,National,0,Influenza-like illness,2681827,248
7.6205,21/02/2011,27/02/2011,2011,8,National,0,Influenza-like illness,2650738,202
7.1393,28/02/2011,06/03/2011,2011,9,National,0,Influenza-like illness,2647302,189
7.9217,07/03/2011,13/03/2011,2011,10,National,0,Influenza-like illness,2676189,212
6.2078,14/03/2011,20/03/2011,2011,11,National,0,Influenza-like illness,2657939,165
5.3849,21/03/2011,27/03/2011,2011,12,National,0,Influenza-like illness,2636985,142
5.4024,28/03/2011,03/04/2011,2011,13,National,0,Influenza-like illness,2758038,149
4.5473,04/04/2011,10/04/2011,2011,14,National,0,Influenza-like illness,2704917,123
4.5481,11/04/2011,17/04/2011,2011,15,National,0,Influenza-like illness,2748418,125
2.5125,18/04/2011,24/04/2011,2011,16,National,0,Influenza-like illness,2746314,69
2.2242,25/04/2011,01/05/2011,2011,17,National,0,Influenza-like illness,2832419,63
2.4826,02/05/2011,08/05/2011,2011,18,National,0,Influenza-like illness,2779388,69
2.3629,09/05/2011,15/05/2011,2011,19,National,0,Influenza-like illness,2793123,66
2.6457,16/05/2011,22/05/2011,2011,20,National,0,Influenza-like illness,2797030,74
3.1028,23/05/2011,29/05/2011,2011,21,National,0,Influenza-like illness,2771695,86
2.3857,30/05/2011,05/06/2011,2011,22,National,0,Influenza-like illness,2808402,67
3.4082,06/06/2011,12/06/2011,2011,23,National,0,Influenza-like illness,2787383,95
2.8472,13/06/2011,19/06/2011,2011,24,National,0,Influenza-like illness,2809778,80
2.6664,20/06/2011,26/06/2011,2011,25,National,0,Influenza-like illness,2775245,74
2.2444,27/06/2011,03/07/2011,2011,26,National,0,Influenza-like illness,2806948,63
2.1434,04/07/2011,10/07/2011,2011,27,National,0,Influenza-like illness,2799307,60
2.6481,11/07/2011,17/07/2011,2011,28,National,0,Influenza-like illness,2756696,73
2.5499,18/07/2011,24/07/2011,2011,29,National,0,Influenza-like illness,2784459,71
2.3579,25/07/2011,31/07/2011,2011,30,National,0,Influenza-like illness,2841516,67
2.0902,01/08/2011,07/08/2011,2011,31,National,0,Influenza-like illness,2870520,60
1.9298,08/08/2011,14/08/2011,2011,32,National,0,Influenza-like illness,2850056,55
2.3494,15/08/2011,21/08/2011,2011,33,National,0,Influenza-like illness,2851791,67
2.444,22/08/2011,28/08/2011,2011,34,National,0,Influenza-like illness,2864143,70
2.3233,29/08/2011,04/09/2011,2011,35,National,0,Influenza-like illness,2883810,67
3.2399,05/09/2011,11/09/2011,2011,36,National,0,Influenza-like illness,2870488,93
3.526,12/09/2011,18/09/2011,2011,37,National,0,Influenza-like illness,2864452,101
3.9067,19/09/2011,25/09/2011,2011,38,National,0,Influenza-like illness,2841264,111
4.4328,26/09/2011,02/10/2011,2011,39,National,0,Influenza-like illness,2865006,127
4.8362,03/10/2011,09/10/2011,2011,40,National,0,Influenza-like illness,2791421,135
6.1299,10/10/2011,16/10/2011,2011,41,National,0,Influenza-like illness,2805898,172
5.9569,17/10/2011,23/10/2011,2011,42,National,0,Influenza-like illness,2853844,170
6.148,24/10/2011,30/10/2011,2011,43,National,0,Influenza-like illness,2830198,174
7.7678,31/10/2011,06/11/2011,2011,44,National,0,Influenza-like illness,2832188,220
6.8807,07/11/2011,13/11/2011,2011,45,National,0,Influenza-like illness,2892155,199
6.2449,14/11/2011,20/11/2011,2011,46,National,0,Influenza-like illness,2898348,181
7.5265,21/11/2011,27/11/2011,2011,47,National,0,Influenza-like illness,2856562,215
7.76,28/11/2011,04/12/2011,2011,48,National,0,Influenza-like illness,2822163,219
8.1205,05/12/2011,11/12/2011,2011,49,National,0,Influenza-like illness,2856960,232
8.1751,12/12/2011,18/12/2011,2011,50,National,0,Influenza-like illness,2837889,232
7.5565,19/12/2011,25/12/2011,2011,51,National,0,Influenza-like illness,2792306,211
5.8151,26/12/2011,01/01/2012,2011,52,National,0,Influenza-like illness,2889023,168
8.5484,02/01/2012,08/01/2012,2012,1,National,0,Influenza-like illness,2854322,244
8.6013,09/01/2012,15/01/2012,2012,2,National,0,Influenza-like illness,2848418,245
7.3144,16/01/2012,22/01/2012,2012,3,National,0,Influenza-like illness,2843722,208
6.5152,23/01/2012,29/01/2012,2012,4,National,0,Influenza-like illness,2870192,187
8.6598,30/01/2012,05/02/2012,2012,5,National,0,Influenza-like illness,2829149,245
9.6383,06/02/2012,12/02/2012,2012,6,National,0,Influenza-like illness,2894716,279
12.5341,13/02/2012,19/02/2012,2012,7,National,0,Influenza-like illness,2856206,358
11.6642,20/02/2012,26/02/2012,2012,8,National,0,Influenza-like illness,2880620,336
9.6481,27/02/2012,04/03/2012,2012,9,National,0,Influenza-like illness,2860655,276
8.2956,05/03/2012,11/03/2012,2012,10,National,0,Influenza-like illness,2893115,240
9.3905,12/03/2012,18/03/2012,2012,11,National,0,Influenza-like illness,2885894,271
8.1051,19/03/2012,25/03/2012,2012,12,National,0,Influenza-like illness,2887085,234
6.9483,26/03/2012,01/04/2012,2012,13,National,0,Influenza-like illness,2907189,202
5.5645,02/04/2012,08/04/2012,2012,14,National,0,Influenza-like illness,2929289,163
4.4888,09/04/2012,15/04/2012,2012,15,National,0,Influenza-like illness,2918385,131
4.9973,16/04/2012,22/04/2012,2012,16,National,0,Influenza-like illness,2921561,146
4.8624,23/04/2012,29/04/2012,2012,17,National,0,Influenza-like illness,2920363,142
4.697,30/04/2012,06/05/2012,2012,18,National,0,Influenza-like illness,2916774,137
3.7495,07/05/2012,13/05/2012,2012,19,National,0,Influenza-like illness,2987053,112
4.2937,14/05/2012,20/05/2012,2012,20,National,0,Influenza-like illness,2911211,125
3.4878,21/05/2012,27/05/2012,2012,21,National,0,Influenza-like illness,2953139,103
2.8172,28/05/2012,03/06/2012,2012,22,National,0,Influenza-like illness,3017176,85
2.0717,04/06/2012,10/06/2012,2012,23,National,0,Influenza-like illness,2992757,62
2.6016,11/06/2012,17/06/2012,2012,24,National,0,Influenza-like illness,3036572,79
2.8052,18/06/2012,24/06/2012,2012,25,National,0,Influenza-like illness,3030129,85
3.0367,25/06/2012,01/07/2012,2012,26,National,0,Influenza-like illness,2996651,91
3.2486,02/07/2012,08/07/2012,2012,27,National,0,Influenza-like illness,2985905,97
2.9532,09/07/2012,15/07/2012,2012,28,National,0,Influenza-like illness,2979865,88
2.9319,16/07/2012,22/07/2012,2012,29,National,0,Influenza-like illness,3001441,88
2.3737,23/07/2012,29/07/2012,2012,30,National,0,Influenza-like illness,3075423,73
2.092,30/07/2012,05/08/2012,2012,31,National,0,Influenza-like illness,3059290,64
2.4237,06/08/2012,12/08/2012,2012,32,National,0,Influenza-like illness,3053237,74
2.1365,13/08/2012,19/08/2012,2012,33,National,0,Influenza-like illness,3089141,66
2.1533,20/08/2012,26/08/2012,2012,34,National,0,Influenza-like illness,3065117,66
1.8952,27/08/2012,02/09/2012,2012,35,National,0,Influenza-like illness,3060307,58
2.767,03/09/2012,09/09/2012,2012,36,National,0,Influenza-like illness,3071872,85
2.0971,10/09/2012,16/09/2012,2012,37,National,0,Influenza-like illness,3099559,65
3.7972,17/09/2012,23/09/2012,2012,38,National,0,Influenza-like illness,3081253,117
5.07,24/09/2012,30/09/2012,2012,39,National,0,Influenza-like illness,3057197,155
5.1897,01/10/2012,07/10/2012,2012,40,National,0,Influenza-like illness,3063770,159
6.5479,08/10/2012,14/10/2012,2012,41,National,0,Influenza-like illness,3054393,200
4.9659,15/10/2012,21/10/2012,2012,42,National,0,Influenza-like illness,3060872,152
6.4197,22/10/2012,28/10/2012,2012,43,National,0,Influenza-like illness,3021946,194
5.5015,29/10/2012,04/11/2012,2012,44,National,0,Influenza-like illness,3090041,170
6.6114,05/11/2012,11/11/2012,2012,45,National,0,Influenza-like illness,3070471,203
6.4079,12/11/2012,18/11/2012,2012,46,National,0,Influenza-like illness,3058713,196
6.4573,19/11/2012,25/11/2012,2012,47,National,0,Influenza-like illness,3035329,196
7.0518,26/11/2012,02/12/2012,2012,48,National,0,Influenza-like illness,3077208,217
8.29,03/12/2012,09/12/2012,2012,49,National,0,Influenza-like illness,3051873,253
11.8725,10/12/2012,16/12/2012,2012,50,National,0,Influenza-like illness,3091170,367
18.4598,17/12/2012,23/12/2012,2012,51,National,0,Influenza-like illness,3066120,566
17.011,24/12/2012,30/12/2012,2012,52,National,0,Influenza-like illness,3068608,522
24.4812,31/12/2012,06/01/2013,2013,1,National,0,Influenza-like illness,3177951,778
22.4815,07/01/2013,13/01/2013,2013,2,National,0,Influenza-like illness,3171500,713
13.7298,14/01/2013,20/01/2013,2013,3,National,0,Influenza-like illness,3131870,430
14.2682,21/01/2013,27/01/2013,2013,4,National,0,Influenza-like illness,3104796,443
18.3611,28/01/2013,03/02/2013,2013,5,National,0,Influenza-like illness,3126170,574
15.6947,04/02/2013,10/02/2013,2013,6,National,0,Influenza-like illness,3134821,492
15.8005,11/02/2013,17/02/2013,2013,7,National,0,Influenza-like illness,3158122,499
15.9632,18/02/2013,24/02/2013,2013,8,National,0,Influenza-like illness,3125942,499
14.6343,25/02/2013,03/03/2013,2013,9,National,0,Influenza-like illness,3156964,462
13.3424,04/03/2013,10/03/2013,2013,10,National,0,Influenza-like illness,3125384,417
10.801,11/03/2013,17/03/2013,2013,11,National,0,Influenza-like illness,3120068,337
10.0659,18/03/2013,24/03/2013,2013,12,National,0,Influenza-like illness,3129362,315
6.4707,25/03/2013,31/03/2013,2013,13,National,0,Influenza-like illness,3121777,202
7.5736,01/04/2013,07/04/2013,2013,14,National,0,Influenza-like illness,3155701,239
7.6451,08/04/2013,14/04/2013,2013,15,National,0,Influenza-like illness,3113098,238
6.0428,15/04/2013,21/04/2013,2013,16,National,0,Influenza-like illness,3127710,189
4.0394,22/04/2013,28/04/2013,2013,17,National,0,Influenza-like illness,3168813,128
3.6441,29/04/2013,05/05/2013,2013,18,National,0,Influenza-like illness,3155747,115
2.8655,06/05/2013,12/05/2013,2013,19,National,0,Influenza-like illness,3175720,91
3.3197,13/05/2013,19/05/2013,2013,20,National,0,Influenza-like illness,3193031,106
3.4584,20/05/2013,26/05/2013,2013,21,National,0,Influenza-like illness,3209592,111
1.9025,27/05/2013,02/06/2013,2013,22,National,0,Influenza-like illness,3153734,60
2.7944,03/06/2013,09/06/2013,2013,23,National,0,Influenza-like illness,3184988,89
2.0872,10/06/2013,16/06/2013,2013,24,National,0,Influenza-like illness,3162119,66
2.3601,17/06/2013,23/06/2013,2013,25,National,0,Influenza-like illness,3220183,76
2.1633,24/06/2013,30/06/2013,2013,26,National,0,Influenza-like illness,3189504,69
2.2296,01/07/2013,07/07/2013,2013,27,National,0,Influenza-like illness,3229259,72
1.6745,08/07/2013,14/07/2013,2013,28,National,0,Influenza-like illness,3165184,53
1.6234,15/07/2013,21/07/2013,2013,29,National,0,Influenza-like illness,3203224,52
1.6736,22/07/2013,28/07/2013,2013,30,National,0,Influenza-like illness,3166860,53
1.7233,29/07/2013,04/08/2013,2013,31,National,0,Influenza-like illness,3191621,55
